temperature,name,gpt_deathdate
0.75,Olivia Newton-John,2022-08-08
0.75,Anne Heche,2022-08-12
0.75,Tom Weiskopf,
0.75,Len Dawson,2022-08-24
0.75,Mikhail Gorbachev,2022-08-30
0.75,Earnie Shavers,
0.75,Elizabeth II,2022-09-08
0.75,Ken Starr,2022-09-13
0.75,Maury Wills,
0.75,Louise Fletcher,2022-09-23
0.75,Coolio,
0.75,Loretta Lynn,2022-10-04
0.75,Angela Lansbury,2022-10-11
0.75,Bruce Sutter,
0.75,Robbie Coltrane,2022-10-14
0.75,Ashton Carter,
0.75,Leslie Jordan,2022-10-24
0.75,Jerry Lee Lewis,
0.75,Vince Dooley,2022-10-28
0.75,Kirshnik Khari Ball,2022-11-01
0.75,Ray Guy,
0.75,Dave Butz,
0.75,Aaron Carter,
0.75,"Leo Anthony Gallagher, Jr.",
0.75,John Aniston,
0.75,Budd Friedman,
0.75,Irene Cara,
0.75,Clarence Gilyard,
0.75,Brad William Henke,2022-11-29
0.75,Christine McVie,2022-11-30
0.75,John Hadl,
0.75,Gaylord Perry,
0.75,Bob McGrath,2022-12-04
0.75,Kirstie Alley,2022-12-05
0.75,Georgia Holt,
0.75,"Stephen ""tWitch"" Boss",2022-12-13
0.75,Franco Harris,2022-12-20
0.75,Pele,2022-12-29
0.75,Barbara Walters,
0.75,Pope Benedict XVI,2022-12-31
0.75,Lola Chantrelle Mitchell,
0.75,Ken Block,
0.75,Adam Rich,
0.75,Jeff Beck,
0.75,Lisa Marie Presley,
0.75,CJ Harris,
0.75,Jay Briscoe,
0.75,David Crosby,
0.75,Sal Bando,
0.75,Lance Kerwin,
0.75,Billy Packer,
0.75,Lisa Loring,
0.75,Bobby Hull,
0.75,Burt Bacharach,
0.75,David Jude Jolicoeur,
0.75,Conrad Dobler,
0.75,Raquel Welch,
0.75,Tim McCarver,
0.75,Richard Belzer,
0.75,Terry Holland,
0.75,Tom Sizemore,
0.75,Gary Rossington,
0.75,Robert Blake,
0.75,Bud Grant,
0.75,Joe Pepitone,
0.75,Bobby Caldwell,
0.75,Lance Reddick,
0.75,Willis Reed,
0.75,Ryuichi Sakamoto,
0.75,Paul Cattermole,
0.75,Michael Lerner,
0.75,Al Jaffee,
0.75,Mary Quant,
0.75,Len Goodman,
0.75,Harry Belafonte,
0.75,Jerry Springer,
0.75,Vida Blue,
0.75,Joe Kapp,
0.75,Denny Crum,
0.75,Doyle Brunson,
0.75,Marlene Hagge,
0.75,Jim Brown,
0.75,Tina Turner,
0.75,Robert Hanssen,
0.75,The Iron Sheik,
0.75,Pat Robertson,
0.75,Theodore Kaczynski,
0.75,Treat Williams,
0.75,Silvio Berlusconi,
0.75,Cormac McCarthy,
0.75,Daniel Ellsberg,
0.75,Bobby Osborne,
0.75,Alan Arkin,
0.75,Tony Bennett,
0.75,Sinead O'Connor,
0.75,Paul Reubens,
0.75,Dan Reeves,2022-01-01
0.75,Sidney Poitier,2022-01-06
0.75,Peter Bogdanovich,2022-01-06
0.75,Bob Saget,2022-01-09
0.75,Robert Durst,2022-01-10
0.75,Don Maynard,2022-01-10
0.75,Ronnie Spector,2022-01-12
0.75,André Leon Talley,2022-01-18
0.75,Peter Robbins,2022-01-18
0.75,Meat Loaf,2022-01-20
0.75,Louie Anderson,2022-01-21
0.75,Moses J. Moseley,2022-01-26
0.75,Howard Hesseman,2022-01-29
0.75,Gerald Williams,2022-02-08
0.75,Betty Davis,2022-02-09
0.75,Jeremy Giambi,2022-02-09
0.75,Ivan Reitman,2022-02-12
0.75,Sally Kellerman,2022-02-24
0.75,Ned Eisenberg,2022-02-27
0.75,"Alan Ladd, Jr.",2022-03-02
0.75,Emilio Delgado,2022-03-10
0.75,Traci Braxton,2022-03-12
0.75,William Hurt,2022-03-13
0.75,Scott Hall,2022-03-14
0.75,Madeleine Albright,2022-03-23
0.75,Taylor Hawkins,2022-03-25
0.75,Estelle Harris,2022-04-02
0.75,Bobby Rydell,2022-04-05
0.75,Rayfield Wright,2022-04-07
0.75,Jack Higgins,2022-04-09
0.75,Dwayne Haskins,2022-04-09
0.75,Gary Brown (NFL),2022-04-10
0.75,Cedric McMillan,2022-04-12
0.75,Gilbert Gottfried,2022-04-12
0.75,Shirley Spork,2022-04-12
0.75,Mike Bossy,2022-04-15
0.75,Liz Sheridan,2022-04-15
0.75,Daryle Lamonica,2022-04-21
0.75,Guy Lafleur,2022-04-22
0.75,Orrin Hatch,2022-04-23
0.75,Jossara Jinaro,2022-04-27
0.75,Naomi Judd,2022-04-30
0.75,Norman Mineta,2022-05-03
0.75,George Pérez,2022-05-06
0.75,Mickey Gilley,2022-05-07
0.75,Fred Ward,2022-05-08
0.75,Adreian Payne,2022-05-09
0.75,Bob Lanier,2022-05-10
0.75,Ray Liotta,2022-05-26
0.75,Andy Fletcher,2022-05-26
0.75,Alan White,2022-05-26
0.75,Bo Hopkins,2022-05-28
0.75,Marion Barber,2022-06-01
0.75,Jim Seals,2022-06-06
0.75,Billy Kametz,2022-06-09
0.75,Philip Baker Hall,2022-06-12
0.75,Tony Siragusa,2022-06-22
0.75,Mary Mara,2022-06-26
0.75,Joe Turkel,2022-06-27
0.75,Marlin Briscoe,2022-06-27
0.75,Lenny Von Dohlen,2022-07-05
0.75,James Caan,2022-07-06
0.75,Shinzo Abe,2022-07-08
0.75,Tony Sirico,2022-07-08
0.75,Ivana Trump,2022-07-14
0.75,Rebecca Balding,2022-07-18
0.75,Paul Sorvino,2022-07-25
0.75,Tony Dow,2022-07-27
0.75,Bill Russell,2022-07-31
0.75,Nichelle Nichols,2022-07-30
0.75,Vin Scully,2022-08-02
0.75,Roger E. Mosley,2022-08-07
0.75,Olivia Newton-John,2022-08-08
0.75,Anne Heche,2022-08-11
0.75,Tom Weiskopf,2022-08-20
0.75,Len Dawson,2022-08-24
0.75,Mikhail Gorbachev,2022-08-30
0.75,Earnie Shavers,2022-09-01
0.75,Elizabeth II,2022-09-08
0.75,Ken Starr,2022-09-13
0.75,Maury Wills,2022-09-19
0.75,Louise Fletcher,2022-09-23
0.75,Coolio,2022-09-28
0.75,Loretta Lynn,2022-10-04
0.75,Angela Lansbury,2022-10-11
0.75,Bruce Sutter,2022-10-13
0.75,Robbie Coltrane,2022-10-14
0.75,Ashton Carter,2022-10-24
0.75,Leslie Jordan,2022-10-24
0.75,Jerry Lee Lewis,2022-10-28
0.75,Vince Dooley,2022-10-28
0.75,Kirshnik Khari Ball,2022-11-01
0.75,Ray Guy,2022-11-03
0.75,Dave Butz,2022-11-04
0.75,Aaron Carter,2022-11-05
0.75,"Leo Anthony Gallagher, Jr.",2022-11-11
0.75,John Aniston,
0.75,Budd Friedman,2022-11-11
0.75,Irene Cara,2022-11-25
0.75,Clarence Gilyard,2022-11-28
0.75,Brad William Henke,2022-11-29
0.75,Christine McVie,2022-11-30
0.75,John Hadl,
0.75,Gaylord Perry,2022-12-01
0.75,Bob McGrath,2022-12-04
0.75,Kirstie Alley,2022-12-05
0.75,Georgia Holt,
0.75,Stephen 'tWitch' Boss,2022-12-13
0.75,Franco Harris,2022-12-20
0.75,Pele,2022-12-29
0.75,Barbara Walters,2022-12-30
0.75,Pope Benedict XVI,2022-12-31
0.75,Lola Chantrelle Mitchell,
0.75,Ken Block,2023-01-02
0.75,Adam Rich,2023-01-07
0.75,Jeff Beck,2023-01-10
0.75,Lisa Marie Presley,2023-01-12
0.75,CJ Harris,2023-01-14
0.75,Jay Briscoe,2023-01-17
0.75,David Crosby,2023-01-18
0.75,Sal Bando,2023-01-20
0.75,Lance Kerwin,2023-01-24
0.75,Billy Packer,2023-01-26
0.75,Lisa Loring,2023-01-28
0.75,Bobby Hull,2023-01-30
0.75,Burt Bacharach,
0.75,David Jude Jolicoeur,2023-02-12
0.75,Conrad Dobler,2023-02-13
0.75,Raquel Welch,2023-02-15
0.75,Tim McCarver,
0.75,Richard Belzer,
0.75,Terry Holland,2023-02-23
0.75,Tom Sizemore,2023-03-03
0.75,Gary Rossington,2023-03-05
0.75,Robert Blake,
0.75,Bud Grant,
0.75,Joe Pepitone,2023-03-13
0.75,Bobby Caldwell,2023-03-14
0.75,Lance Reddick,2023-03-17
0.75,Willis Reed,2023-03-21
0.75,Ryuichi Sakamoto,
0.75,Paul Cattermole,
0.75,Michael Lerner,
0.75,Al Jaffee,
0.75,Mary Quant,
0.75,Len Goodman,
0.75,Harry Belafonte,
0.75,Jerry Springer,
0.75,Vida Blue,
0.75,Joe Kapp,
0.75,Denny Crum,
0.75,Doyle Brunson,
0.75,Marlene Hagge,
0.75,Jim Brown,
0.75,Tina Turner,
0.75,Robert Hanssen,
0.75,The Iron Sheik,
0.75,Pat Robertson,
0.75,Theodore Kaczynski,
0.75,Treat Williams,
0.75,Silvio Berlusconi,
0.75,Cormac McCarthy,
0.75,Daniel Ellsberg,
0.75,Bobby Osborne,
0.75,Alan Arkin,
0.75,Tony Bennett,
0.75,Sinead O'Connor,
0.75,Paul Reubens,
1.0,Dan Reeves,2021-01-01
1.0,Sidney Poitier,2022-01-06
1.0,Peter Bogdanovich,2022-01-06
1.0,Bob Saget,2022-01-09
1.0,Robert Durst,2022-01-10
1.0,Don Maynard,2022-01-10
1.0,Ronnie Spector,2022-01-12
1.0,André Leon Talley,2022-01-18
1.0,Peter Robbins,2022-01-18
1.0,Meat Loaf,2022-01-20
1.0,Louie Anderson,2022-01-21
1.0,Moses J. Moseley,2022-01-26
1.0,Howard Hesseman,2022-02-19
1.0,Gerald Williams,2022-02-08
1.0,Betty Davis,2022-02-09
1.0,Jeremy Giambi,2022-02-09
1.0,Ivan Reitman,2022-02-12
1.0,Sally Kellerman,2022-02-24
1.0,Ned Eisenberg,2022-02-27
1.0,"Alan Ladd, Jr.",2022-03-02
1.0,Emilio Delgado,2022-03-10
1.0,Traci Braxton,2022-03-12
1.0,William Hurt,2022-03-13
1.0,Scott Hall,2022-03-14
1.0,Madeleine Albright,2022-03-23
1.0,Taylor Hawkins,2022-03-25
1.0,Estelle Harris,2022-04-02
1.0,Bobby Rydell,2022-04-05
1.0,Rayfield Wright,2022-04-07
1.0,Jack Higgins,2022-04-09
1.0,Dwayne Haskins,2022-04-09
1.0,Gary Brown (NFL),2022-04-10
1.0,Cedric McMillan,2022-04-12
1.0,Gilbert Gottfried,2022-04-12
1.0,Shirley Spork,2022-04-12
1.0,Mike Bossy,2022-04-15
1.0,Liz Sheridan,2022-04-15
1.0,Daryle Lamonica,2022-04-21
1.0,Guy Lafleur,2022-04-22
1.0,Orrin Hatch,2022-04-23
1.0,Jossara Jinaro,2022-04-27
1.0,Naomi Judd,2022-04-30
1.0,Norman Mineta,2022-05-03
1.0,George Pérez,2022-05-06
1.0,Mickey Gilley,2022-05-07
1.0,Fred Ward,2022-05-08
1.0,Adreian Payne,2022-05-09
1.0,Bob Lanier,2022-05-10
1.0,Ray Liotta,2022-05-26
1.0,Andy Fletcher,2022-05-26
1.0,Alan White,2022-05-26
1.0,Bo Hopkins,2022-05-28
1.0,Marion Barber,2022-06-01
1.0,Jim Seals,2022-06-06
1.0,Billy Kametz,2022-06-09
1.0,Philip Baker Hall,2022-06-12
1.0,Tony Siragusa,2022-06-22
1.0,Mary Mara,2022-06-26
1.0,Joe Turkel,2022-06-27
1.0,Marlin Briscoe,2022-06-27
1.0,Lenny Von Dohlen,2022-07-05
1.0,James Caan,2022-07-06
1.0,Shinzo Abe,2022-07-08
1.0,Tony Sirico,2022-07-08
1.0,Ivana Trump,2022-07-14
1.0,Rebecca Balding,2022-07-18
1.0,Paul Sorvino,2022-07-25
1.0,Tony Dow,2022-07-27
1.0,Bill Russell,2022-07-31
1.0,Nichelle Nichols,2022-07-30
1.0,Vin Scully,2022-08-02
1.0,Roger E. Mosley,2022-08-07
1.0,Olivia Newton-John,2022-08-08
1.0,Anne Heche,2022-08-11
1.0,Tom Weiskopf,2022-08-20
1.0,Len Dawson,2022-08-24
1.0,Mikhail Gorbachev,2022-08-30
1.0,Earnie Shavers,2022-09-01
1.0,Elizabeth II,2022-09-08
1.0,Ken Starr,2022-09-13
1.0,Maury Wills,2022-09-19
1.0,Louise Fletcher,2022-09-23
1.0,Coolio,2022-09-28
1.0,Loretta Lynn,2022-10-04
1.0,Angela Lansbury,2022-10-11
1.0,Bruce Sutter,2022-10-13
1.0,Robbie Coltrane,2022-10-14
1.0,Ashton Carter,2022-10-24
1.0,Leslie Jordan,2022-10-24
1.0,Jerry Lee Lewis,2022-10-28
1.0,Vince Dooley,2022-10-28
1.0,Kirshnik Khari Ball,2022-11-01
1.0,Ray Guy,2022-11-03
1.0,Dave Butz,2022-11-04
1.0,Aaron Carter,2022-11-05
1.0,"Leo Anthony Gallagher, Jr.",
1.0,John Aniston,2022-11-11
1.0,Budd Friedman,2022-11-11
1.0,Irene Cara,2022-11-25
1.0,Clarence Gilyard,2022-11-28
1.0,Brad William Henke,2022-11-29
1.0,Christine McVie,2022-11-30
1.0,John Hadl,2022-12-05
1.0,Gaylord Perry,2022-12-01
1.0,Bob McGrath,2022-12-04
1.0,Kirstie Alley,2022-12-05
1.0,Georgia Holt,2022-12-10
1.0,Stephen 'tWitch' Boss,2022-12-13
1.0,Franco Harris,2022-12-20
1.0,Pele,2022-12-29
1.0,Barbara Walters,
1.0,Pope Benedict XVI,2022-12-31
1.0,Lola Chantrelle Mitchell,
1.0,Ken Block,
1.0,Adam Rich,2023-01-07
1.0,Jeff Beck,2023-01-10
1.0,Lisa Marie Presley,2023-01-12
1.0,CJ Harris,2023-01-14
1.0,Jay Briscoe,2023-01-17
1.0,David Crosby,2023-01-18
1.0,Sal Bando,2023-01-20
1.0,Lance Kerwin,2023-01-24
1.0,Billy Packer,2023-01-21
1.0,Lisa Loring,2023-01-28
1.0,Bobby Hull,2023-01-30
1.0,Burt Bacharach,
1.0,David Jude Jolicoeur,2023-02-12
1.0,Conrad Dobler,
1.0,Raquel Welch,
1.0,Tim McCarver,
1.0,Richard Belzer,
1.0,Terry Holland,
1.0,Tom Sizemore,2023-03-03
1.0,Gary Rossington,
1.0,Robert Blake,
1.0,Bud Grant,
1.0,Joe Pepitone,
1.0,Bobby Caldwell,
1.0,Lance Reddick,2023-03-17
1.0,Willis Reed,
1.0,Ryuichi Sakamoto,
1.0,Paul Cattermole,
1.0,Michael Lerner,
1.0,Al Jaffee,
1.0,Mary Quant,
1.0,Len Goodman,
1.0,Harry Belafonte,
1.0,Jerry Springer,
1.0,Vida Blue,
1.0,Joe Kapp,
1.0,Denny Crum,
1.0,Doyle Brunson,
1.0,Marlene Hagge,
1.0,Jim Brown,
1.0,Tina Turner,
1.0,Robert Hanssen,
1.0,The Iron Sheik,
1.0,Pat Robertson,
1.0,Theodore Kaczynski,
1.0,Treat Williams,
1.0,Silvio Berlusconi,
1.0,Cormac McCarthy,
1.0,Daniel Ellsberg,
1.0,Bobby Osborne,
1.0,Alan Arkin,
1.0,Tony Bennett,
1.0,Sinead O'Connor,
1.0,Paul Reubens,
1.0,Dan Reeves,2022-01-01
1.0,Sidney Poitier,2022-01-06
1.0,Peter Bogdanovich,2022-01-06
1.0,Bob Saget,2022-01-09
1.0,Robert Durst,2022-01-10
1.0,Don Maynard,2022-01-10
1.0,Ronnie Spector,2022-01-12
1.0,André Leon Talley,2022-01-18
1.0,Peter Robbins,2022-01-18
1.0,Meat Loaf,2022-01-20
1.0,Louie Anderson,2022-01-21
1.0,Moses J. Moseley,2022-01-26
1.0,Howard Hesseman,2022-01-29
1.0,Gerald Williams,2022-02-08
1.0,Betty Davis,2022-02-09
1.0,Jeremy Giambi,2022-02-09
1.0,Ivan Reitman,2022-02-12
1.0,Sally Kellerman,2022-02-24
1.0,Ned Eisenberg,2022-02-27
1.0,"Alan Ladd, Jr.",2022-03-02
1.0,Emilio Delgado,2022-03-10
1.0,Traci Braxton,2022-03-12
1.0,William Hurt,2022-03-13
1.0,Scott Hall,2022-03-14
1.0,Madeleine Albright,2022-03-23
1.0,Taylor Hawkins,2022-03-25
1.0,Estelle Harris,2022-04-02
1.0,Bobby Rydell,2022-04-05
1.0,Rayfield Wright,2022-04-07
1.0,Jack Higgins,2022-04-09
1.0,Dwayne Haskins,2022-04-09
1.0,Gary Brown (NFL),2022-04-10
1.0,Cedric McMillan,2022-04-12
1.0,Gilbert Gottfried,2022-04-12
1.0,Shirley Spork,2022-04-12
1.0,Mike Bossy,2022-04-14
1.0,Liz Sheridan,2022-04-15
1.0,Daryle Lamonica,2022-04-21
1.0,Guy Lafleur,2022-04-22
1.0,Orrin Hatch,2022-04-23
1.0,Jossara Jinaro,2022-04-27
1.0,Naomi Judd,2022-04-30
1.0,Norman Mineta,2022-05-03
1.0,George Pérez,2022-05-06
1.0,Mickey Gilley,2022-05-07
1.0,Fred Ward,2022-05-08
1.0,Adreian Payne,2022-05-09
1.0,Bob Lanier,2022-05-10
1.0,Ray Liotta,2022-05-26
1.0,Andy Fletcher,2022-05-26
1.0,Alan White,2022-05-26
1.0,Bo Hopkins,2022-05-28
1.0,Marion Barber,2022-06-01
1.0,Jim Seals,2022-06-06
1.0,Billy Kametz,2022-06-09
1.0,Philip Baker Hall,2022-06-12
1.0,Tony Siragusa,2022-06-22
1.0,Mary Mara,2022-06-26
1.0,Joe Turkel,2022-06-27
1.0,Marlin Briscoe,2022-06-27
1.0,Lenny Von Dohlen,2022-07-05
1.0,James Caan,2022-07-06
1.0,Shinzo Abe,2022-07-08
1.0,Tony Sirico,2022-07-08
1.0,Ivana Trump,2022-07-14
1.0,Rebecca Balding,2022-07-18
1.0,Paul Sorvino,2022-07-25
1.0,Tony Dow,2022-07-27
1.0,Bill Russell,2022-07-31
1.0,Nichelle Nichols,2022-07-30
1.0,Vin Scully,2022-08-02
1.0,Roger E. Mosley,2022-08-07
1.0,Olivia Newton-John,2022-08-08
1.0,Anne Heche,2022-08-12
1.0,Tom Weiskopf,2022-08-20
1.0,Len Dawson,2022-08-24
1.0,Mikhail Gorbachev,2022-08-30
1.0,Earnie Shavers,2022-09-01
1.0,Elizabeth II,2022-09-08
1.0,Ken Starr,2022-09-13
1.0,Maury Wills,2022-09-19
1.0,Louise Fletcher,2022-09-23
1.0,Coolio,2022-09-28
1.0,Loretta Lynn,2022-10-04
1.0,Angela Lansbury,2022-10-11
1.0,Bruce Sutter,2022-10-13
1.0,Robbie Coltrane,2022-10-14
1.0,Ashton Carter,2022-10-24
1.0,Leslie Jordan,2022-10-24
1.0,Jerry Lee Lewis,2022-10-28
1.0,Vince Dooley,2022-10-28
1.0,Kirshnik Khari Ball,2022-11-01
1.0,Ray Guy,2022-11-03
1.0,Dave Butz,2022-11-04
1.0,Aaron Carter,2022-11-05
1.0,"Leo Anthony Gallagher, Jr.",2022-11-11
1.0,John Aniston,2022-11-11
1.0,Budd Friedman,2022-11-12
1.0,Irene Cara,2022-11-25
1.0,Clarence Gilyard,2022-11-28
1.0,Brad William Henke,2022-11-29
1.0,Christine McVie,2022-11-30
1.0,John Hadl,2022-12-05
1.0,Gaylord Perry,2022-12-01
1.0,Bob McGrath,2022-12-04
1.0,Kirstie Alley,2022-12-05
1.0,Georgia Holt,2022-12-10
1.0,Stephen ,2022-12-13
1.0,Franco Harris,2022-12-20
1.0,Pele,2022-12-29
1.0,Barbara Walters,2022-12-30
1.0,Pope Benedict XVI,2022-12-31
1.0,Lola Chantrelle Mitchell,
1.0,Ken Block,2023-01-02
1.0,Adam Rich,2023-01-07
1.0,Jeff Beck,2023-01-10
1.0,Lisa Marie Presley,2023-01-12
1.0,CJ Harris,2023-01-14
1.0,Jay Briscoe,2023-01-17
1.0,David Crosby,2023-01-18
1.0,Sal Bando,2023-01-20
1.0,Lance Kerwin,2023-01-24
1.0,Billy Packer,2023-01-26
1.0,Lisa Loring,2023-01-28
1.0,Bobby Hull,2023-01-30
1.0,Burt Bacharach,2023-02-08
1.0,David Jude Jolicoeur,2023-02-12
1.0,Conrad Dobler,2023-02-14
1.0,Raquel Welch,2023-02-15
1.0,Tim McCarver,2023-02-16
1.0,Richard Belzer,2023-02-19
1.0,Terry Holland,2023-02-22
1.0,Tom Sizemore,2023-03-03
1.0,Gary Rossington,2023-03-05
1.0,Robert Blake,2023-03-09
1.0,Bud Grant,2023-03-11
1.0,Joe Pepitone,2023-03-13
1.0,Bobby Caldwell,2023-03-14
1.0,Lance Reddick,2023-03-17
1.0,Willis Reed,2023-03-21
1.0,Ryuichi Sakamoto,
1.0,Paul Cattermole,
1.0,Michael Lerner,
1.0,Al Jaffee,
1.0,Mary Quant,
1.0,Len Goodman,
1.0,Harry Belafonte,
1.0,Jerry Springer,
1.0,Vida Blue,
1.0,Joe Kapp,
1.0,Denny Crum,
1.0,Doyle Brunson,
1.0,Marlene Hagge,
1.0,Jim Brown,
1.0,Tina Turner,
1.0,Robert Hanssen,
1.0,The Iron Sheik,
1.0,Pat Robertson,
1.0,Theodore Kaczynski,
1.0,Treat Williams,
1.0,Silvio Berlusconi,
1.0,Cormac McCarthy,
1.0,Daniel Ellsberg,
1.0,Bobby Osborne,
1.0,Alan Arkin,
1.0,Tony Bennett,
1.0,Sinead O'Connor,
1.0,Paul Reubens,
1.0,Dan Reeves,2022-01-01
1.0,Sidney Poitier,2022-01-06
1.0,Peter Bogdanovich,2022-01-06
1.0,Bob Saget,2022-01-09
1.0,Robert Durst,2021-01-10
1.0,Don Maynard,2022-01-10
1.0,Ronnie Spector,2022-01-12
1.0,André Leon Talley,2022-01-18
1.0,Peter Robbins,2022-01-18
1.0,Meat Loaf,2022-01-20
1.0,Louie Anderson,2022-01-21
1.0,Moses J. Moseley,
1.0,Howard Hesseman,2022-01-29
1.0,Gerald Williams,
1.0,Betty Davis,
1.0,Jeremy Giambi,2022-02-09
1.0,Ivan Reitman,2022-02-12
1.0,Sally Kellerman,2022-02-24
1.0,Ned Eisenberg,2022-02-27
1.0,"Alan Ladd, Jr.",2022-03-02
1.0,Emilio Delgado,2022-03-10
1.0,Traci Braxton,2022-03-12
1.0,William Hurt,2022-03-13
1.0,Scott Hall,2022-03-14
1.0,Madeleine Albright,2022-03-23
1.0,Taylor Hawkins,2022-03-25
1.0,Estelle Harris,2022-03-30
1.0,Bobby Rydell,2022-04-05
1.0,Rayfield Wright,2022-04-07
1.0,Jack Higgins,2022-04-09
1.0,Dwayne Haskins,2022-04-09
1.0,Gary Brown (NFL),
1.0,Cedric McMillan,2022-04-12
1.0,Gilbert Gottfried,2022-04-12
1.0,Shirley Spork,2022-04-12
1.0,Mike Bossy,2022-04-14
1.0,Liz Sheridan,2022-04-15
1.0,Daryle Lamonica,2022-04-21
1.0,Guy Lafleur,2022-04-22
1.0,Orrin Hatch,2022-04-23
1.0,Jossara Jinaro,
1.0,Naomi Judd,2022-04-30
1.0,Norman Mineta,2022-05-03
1.0,George Pérez,2022-05-06
1.0,Mickey Gilley,2022-05-07
1.0,Fred Ward,2022-05-08
1.0,Adreian Payne,2022-05-09
1.0,Bob Lanier,2022-05-10
1.0,Ray Liotta,2022-05-26
1.0,Andy Fletcher,2022-05-26
1.0,Alan White,2022-05-26
1.0,Bo Hopkins,2022-05-28
1.0,Marion Barber,
1.0,Jim Seals,2022-06-06
1.0,Billy Kametz,2022-06-09
1.0,Philip Baker Hall,2022-06-12
1.0,Tony Siragusa,2022-06-22
1.0,Mary Mara,2022-06-26
1.0,Joe Turkel,2022-06-27
1.0,Marlin Briscoe,2022-06-27
1.0,Lenny Von Dohlen,2022-07-05
1.0,James Caan,2022-07-06
1.0,Shinzo Abe,2022-07-08
1.0,Tony Sirico,2022-07-08
1.0,Ivana Trump,2022-07-14
1.0,Rebecca Balding,
1.0,Paul Sorvino,2022-07-25
1.0,Tony Dow,2022-07-27
1.0,Bill Russell,2022-07-31
1.0,Nichelle Nichols,2022-07-30
1.0,Vin Scully,2022-08-02
1.0,Roger E. Mosley,2022-08-07
1.0,Olivia Newton-John,2022-08-08
1.0,Anne Heche,2022-08-12
1.0,Tom Weiskopf,2022-08-20
1.0,Len Dawson,2022-08-24
1.0,Mikhail Gorbachev,2022-08-30
1.0,Earnie Shavers,2022-09-01
1.0,Elizabeth II,2022-09-08
1.0,Ken Starr,2022-09-13
1.0,Maury Wills,
1.0,Louise Fletcher,2022-09-23
1.0,Coolio,2022-09-28
1.0,Loretta Lynn,2022-10-04
1.0,Angela Lansbury,2022-10-11
1.0,Bruce Sutter,
1.0,Robbie Coltrane,2022-10-14
1.0,Ashton Carter,2022-10-24
1.0,Leslie Jordan,2022-10-24
1.0,Jerry Lee Lewis,
1.0,Vince Dooley,2022-10-28
1.0,Kirshnik Khari Ball,2022-11-01
1.0,Ray Guy,2022-11-03
1.0,Dave Butz,
1.0,Aaron Carter,2022-11-05
1.0,"Leo Anthony Gallagher, Jr.",
1.0,John Aniston,
1.0,Budd Friedman,
1.0,Irene Cara,2022-11-25
1.0,Clarence Gilyard,2022-11-28
1.0,Brad William Henke,2022-11-29
1.0,Christine McVie,2022-11-30
1.0,John Hadl,2022-11-30
1.0,Gaylord Perry,2022-12-01
1.0,Bob McGrath,2022-12-04
1.0,Kirstie Alley,2022-12-05
1.0,Georgia Holt,2022-12-10
1.0,Stephen 'tWitch' Boss,2022-12-13
1.0,Franco Harris,2022-12-20
1.0,Pele,2022-12-29
1.0,Barbara Walters,
1.0,Pope Benedict XVI,2022-12-31
1.0,Lola Chantrelle Mitchell,
1.0,Ken Block,
1.0,Adam Rich,2023-01-07
1.0,Jeff Beck,2023-01-10
1.0,Lisa Marie Presley,2023-01-12
1.0,CJ Harris,
1.0,Jay Briscoe,2023-01-17
1.0,David Crosby,2023-01-18
1.0,Sal Bando,2023-01-20
1.0,Lance Kerwin,2023-01-24
1.0,Billy Packer,
1.0,Lisa Loring,2023-01-28
1.0,Bobby Hull,2023-01-30
1.0,Burt Bacharach,
1.0,David Jude Jolicoeur,2023-02-12
1.0,Conrad Dobler,2023-02-13
1.0,Raquel Welch,
1.0,Tim McCarver,
1.0,Richard Belzer,
1.0,Terry Holland,2023-02-22
1.0,Tom Sizemore,2023-03-03
1.0,Gary Rossington,
1.0,Robert Blake,
1.0,Bud Grant,
1.0,Joe Pepitone,2023-03-13
1.0,Bobby Caldwell,2023-03-14
1.0,Lance Reddick,2023-03-17
1.0,Willis Reed,2023-03-21
1.0,Ryuichi Sakamoto,
1.0,Paul Cattermole,
1.0,Michael Lerner,
1.0,Al Jaffee,
1.0,Mary Quant,
1.0,Len Goodman,
1.0,Harry Belafonte,
1.0,Jerry Springer,
1.0,Vida Blue,
1.0,Joe Kapp,
1.0,Denny Crum,
1.0,Doyle Brunson,
1.0,Marlene Hagge,
1.0,Jim Brown,
1.0,Tina Turner,
1.0,Robert Hanssen,
1.0,The Iron Sheik,
1.0,Pat Robertson,
1.0,Theodore Kaczynski,
1.0,Treat Williams,
1.0,Silvio Berlusconi,
1.0,Cormac McCarthy,
1.0,Daniel Ellsberg,
1.0,Bobby Osborne,
1.0,Alan Arkin,
1.0,Tony Bennett,
1.0,Sinead O'Connor,
1.0,Paul Reubens,
1.0,Dan Reeves,2022-01-01
1.0,Sidney Poitier,2022-01-06
1.0,Peter Bogdanovich,2022-01-06
1.0,Bob Saget,2022-01-09
1.0,Robert Durst,2021-01-10
1.0,Don Maynard,2022-01-10
1.0,Ronnie Spector,2022-01-12
1.0,André Leon Talley,2022-01-18
1.0,Peter Robbins,2022-01-18
1.0,Meat Loaf,2022-01-20
1.0,Louie Anderson,2022-01-21
1.0,Moses J. Moseley,2022-01-26
1.0,Howard Hesseman,2022-01-29
1.0,Gerald Williams,2022-02-08
1.0,Betty Davis,2022-02-09
1.0,Jeremy Giambi,2022-02-09
1.0,Ivan Reitman,2022-02-12
1.0,Sally Kellerman,2022-02-24
1.0,Ned Eisenberg,2022-02-27
